feature_group,n_features,model,params,folds,mean_validation_macro_f1,mean_test_accuracy,std_test_accuracy,mean_test_macro_f1,std_test_macro_f1,mean_test_precision_macro,mean_test_recall_macro,mean_test_f1_high,mean_test_f1_low,mean_test_high_prediction_rate
SOL_RET_VOL,33,LogisticRegression,"{""C"": 0.03, ""class_weight"": ""balanced""}",9,0.6593173922893062,0.7567901234567901,0.04008240718281867,0.66347129104753,0.04691864207816344,0.6907099459509826,0.6684514068664368,0.5054313891676333,0.8215111929274268,0.27824074074074073
SOL_ALL,43,LogisticRegression,"{""C"": 0.03, ""class_weight"": ""balanced""}",9,0.6607469174923879,0.7571759259259259,0.05188736279875745,0.656293233640397,0.04542415373948535,0.7065792213789173,0.660479530558871,0.4895441197174056,0.8230423475633886,0.26195987654320985
SOL_ALL_PLUS_REL,43,LogisticRegression,"{""C"": 0.03, ""class_weight"": ""balanced""}",9,0.6607469174923879,0.7571759259259259,0.05188736279875745,0.656293233640397,0.04542415373948535,0.7065792213789173,0.660479530558871,0.4895441197174056,0.8230423475633886,0.26195987654320985
SOL_VOL_BTC_VOL,59,LogisticRegression,"{""C"": 0.03, ""class_weight"": ""balanced""}",9,0.6571878055322657,0.7492283950617283,0.04791470965765631,0.6497507513849107,0.05569378190535608,0.6866839264869231,0.6582063964519794,0.48215313446348657,0.8173483683063348,0.2757716049382716
ALL_FEATURES,114,XGBoost,"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 30, ""n_estimators"": 500, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""subsample"": 0.8}",9,0.6669033113907222,0.7739197530864197,0.033429244089946734,0.6587247182714344,0.0758311176617124,0.7198621062709751,0.6646450353935941,0.47468415270526304,0.8427652838376058,0.22608024691358025
ALL_FEATURES,114,LogisticRegression,"{""C"": 0.03, ""class_weight"": ""balanced""}",9,0.666363038283561,0.7502314814814814,0.05831886394619938,0.6542056903979588,0.047570599474174614,0.6890386820609984,0.6560845439975019,0.4899582915836673,0.8184530892122504,0.2655092592592593
