label_quantile,target_high_rate,target,model,params,fold_id,chosen_threshold,validation_selected_macro_f1,validation_accuracy,validation_macro_f1,validation_f1_high,validation_f1_low,validation_precision_macro,validation_recall_macro,validation_auc_roc,validation_mcc,test_accuracy,test_macro_f1,test_f1_high,test_f1_low,test_precision_macro,test_recall_macro,test_auc_roc,test_mcc
0.67,0.24944844830122076,SOL,LogisticRegression,"{""C"": 1.0, ""class_weight"": ""balanced""}",0,0.525,0.5969185731197406,0.8666666666666667,0.5969185731197406,0.26717557251908397,0.9266615737203973,0.5949921144659551,0.5989900914634146,0.6417563833841463,0.19394100236193523,0.7270833333333333,0.7236285570150399,0.6927286942924159,0.7545284197376639,0.724058911476231,0.7232850665496563,0.7845702306079665,0.44734330870155553
0.67,0.24944844830122076,SOL,LogisticRegression,"{""C"": 1.0, ""class_weight"": ""balanced""}",1,0.475,0.7134303495522891,0.7451388888888889,0.7134303495522891,0.808754559666493,0.6181061394380853,0.7415458937198067,0.7060003580845731,0.7952325922067776,0.4461324493920541,0.7083333333333334,0.6683483220004387,0.5531914893617021,0.7835051546391752,0.6645386635827691,0.6745971548958387,0.7520507345965662,0.33898662234321314
0.67,0.24944844830122076,SOL,LogisticRegression,"{""C"": 1.0, ""class_weight"": ""balanced""}",2,0.6,0.7410389082072488,0.75625,0.7410389082072488,0.6782768102658112,0.8038010061486864,0.7376868957817326,0.7465301003344482,0.8125877926421404,0.48413623812003204,0.7208333333333333,0.6228411486769991,0.43059490084985835,0.8150873965041399,0.6274585921325052,0.6194240969941904,0.6700328365748927,0.24675191808434038
0.67,0.24944844830122076,SOL,LogisticRegression,"{""C"": 1.0, ""class_weight"": ""balanced""}",3,0.5,0.5857343364513682,0.7479166666666667,0.5857343364513682,0.32653061224489793,0.8449380606578385,0.5788297594710974,0.6136147254839733,0.6823740062923391,0.18927463097072864,0.7527777777777778,0.6297826243951758,0.4163934426229508,0.8431718061674008,0.6307394173582095,0.6288720113808453,0.7142914505988712,0.2596047124511592
0.67,0.24944844830122076,SOL,LogisticRegression,"{""C"": 1.0, ""class_weight"": ""balanced""}",4,0.725,0.7307527703794807,0.875,0.7307527703794807,0.533678756476684,0.9278267842822775,0.8377568995889606,0.689769847972973,0.8245354729729729,0.5063440549145206,0.7902777777777777,0.5740329348707641,0.27053140096618356,0.8775344687753447,0.6613123718386876,0.5683376575240919,0.7558608228317272,0.20998771031763935
0.67,0.24944844830122076,SOL,LogisticRegression,"{""C"": 1.0, ""class_weight"": ""balanced""}",5,0.5,0.6381315894049482,0.6798611111111111,0.6381315894049482,0.5152471083070452,0.7610160705028512,0.6350284805037621,0.6441251199819321,0.7078854948901813,0.27900534728626764,0.6916666666666667,0.6859669424410255,0.6436597110754414,0.7282741738066095,0.6853132488873673,0.687016676570869,0.7872399653320012,0.37232602880521654
0.67,0.24944844830122076,SOL,LogisticRegression,"{""C"": 1.0, ""class_weight"": ""balanced""}",6,0.55,0.7843684762215155,0.7993055555555556,0.7843684762215155,0.7276154571159283,0.8411214953271028,0.7805309499651927,0.7897216951296648,0.8191946025722117,0.5701785767994121,0.8743055555555556,0.7133805240834479,0.4986149584487535,0.9281460897181422,0.8519875378242199,0.6705747955747956,0.7259132328576773,0.4900620463134926
0.67,0.24944844830122076,SOL,LogisticRegression,"{""C"": 1.0, ""class_weight"": ""balanced""}",7,0.325,0.5490017614955756,0.7486111111111111,0.5490017614955756,0.24896265560165975,0.8490408673894912,0.5460242140451478,0.5573801198801198,0.5837443806193806,0.10277888731249969,0.7354166666666667,0.6125092610314864,0.3942766295707472,0.8307418924922256,0.6051761684861641,0.6669732278262437,0.7112907100707218,0.265040407051692
0.67,0.24944844830122076,SOL,LogisticRegression,"{""C"": 1.0, ""class_weight"": ""balanced""}",8,0.575,0.5975439570486178,0.7951388888888888,0.5975439570486178,0.31554524361948955,0.879542670477746,0.5969927390152643,0.5981117836288515,0.6151758625421171,0.19510131341265002,0.7722222222222223,0.7183038110574342,0.5950617283950618,0.8415458937198068,0.7210719900693359,0.7158181873908113,0.8122885481821334,0.4368585866371108
0.67,0.24944844830122076,SOL,SVM,"{""C"": 0.3, ""class_weight"": ""balanced"", ""gamma"": ""scale"", ""kernel"": ""rbf""}",0,0.525,0.6205510344151387,0.8805555555555555,0.6205510344151387,0.3064516129032258,0.9346504559270516,0.6242424242424243,0.6171875,0.7102943978658537,0.2413268247908557,0.7284722222222222,0.7273835179940726,0.7101556708673091,0.744611365120836,0.727427124505929,0.7298083954951002,0.8035103115401492,0.45722931915953025
0.67,0.24944844830122076,SOL,SVM,"{""C"": 0.3, ""class_weight"": ""balanced"", ""gamma"": ""scale"", ""kernel"": ""rbf""}",1,0.5,0.7011047823963119,0.7229166666666667,0.7011047823963119,0.7818480043739748,0.6203615604186489,0.7075998075998076,0.6975772323317817,0.7736539275367037,0.40505306031768407,0.6840277777777778,0.6368552059898938,0.505971769815418,0.7677386421643696,0.6345762402247759,0.6401110781554595,0.6850529013677602,0.2746315503506578
