mode,folds,coverage,validation_macro_f1,accuracy,macro_f1,precision,recall,f1_bull,f1_bear,precision_bull,recall_bull,pred_bull_rate
con_filtro_volatilidad_xgb_p67,8,0.21624045678017742,0.6189500473612928,0.60634031445825,0.5552829452599843,0.5910595758894539,0.5742144492881264,0.6249426676065006,0.48562322291346793,0.5939469638918706,0.7037467872036991,0.6471591455084942
sin_filtro_volatilidad,8,1.0,0.5285823115550707,0.5229367609959935,0.5098561252157409,0.5325952690655971,0.5282316388331046,0.49346456930670796,0.5262476811247738,0.5386159227298516,0.49405607623105596,0.4647017317376885
