label_quantile,target_high_rate,model,params,mean_threshold,mean_validation_macro_f1,mean_test_accuracy,std_test_accuracy,mean_test_macro_f1,std_test_macro_f1,mean_test_f1_high,mean_test_f1_low,mean_test_precision_macro,mean_test_recall_macro,mean_test_auc_roc,mean_test_mcc,folds
0.5,0.40614796293572586,RandomForest,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""n_estimators"": 400}",0.4972222222222222,0.6563514851937998,0.6765432098765432,0.04664007201677296,0.6385727616142236,0.06303479501957147,0.5793408180219957,0.6978047052064514,0.6820661247538691,0.6503154312106318,0.7392721156909144,0.3258954384066723,9
0.67,0.24944844830122076,RandomForest,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""n_estimators"": 400}",0.47777777777777775,0.6555067883587167,0.7613425925925925,0.044409165685853395,0.6504512898441297,0.054416920808359165,0.47152345883112545,0.829379120857134,0.7028138579035881,0.6521643970223013,0.7509422231387328,0.3376321437809423,9
0.67,0.24944844830122076,XGBoost,"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 30, ""n_estimators"": 500, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""subsample"": 0.8}",0.3194444444444444,0.655499513184474,0.7743055555555556,0.03862447310759729,0.6639877418020536,0.0626014199827931,0.48652154578811113,0.8414539378159958,0.713866503587045,0.6628443062998877,0.7668036319417361,0.36113492702396943,9
0.67,0.24944844830122076,XGBoost,"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 4, ""min_child_weight"": 30, ""n_estimators"": 500, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""subsample"": 0.8}",0.3138888888888889,0.6552267061803748,0.7781635802469136,0.043946745542287564,0.6777523704638035,0.04756695759850125,0.5112059277879712,0.8442988131396361,0.7001371049927823,0.6693851869290947,0.7618669826275886,0.36656087002165116,9
0.67,0.24944844830122076,RandomForest,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""max_features"": ""sqrt"", ""min_samples_leaf"": 40, ""n_estimators"": 400}",0.5138888888888888,0.6548205093529897,0.7553240740740741,0.04713661562317988,0.6548480296296789,0.05545467603072291,0.485241590741001,0.8244544685183567,0.6919804560284291,0.6614421659250986,0.7514429676052633,0.3427430091543418,9
0.67,0.24944844830122076,RandomForest,"{""class_weight"": ""balanced"", ""max_depth"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 40, ""n_estimators"": 400}",0.5027777777777778,0.6544378388255452,0.7599537037037037,0.053291541785971286,0.6556941785528925,0.0575699055280737,0.48418882003741537,0.8271995370683696,0.6927212994457437,0.6566571128835493,0.7505329055216899,0.34032443425989317,9
0.5,0.40614796293572586,RandomForest,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""max_features"": ""sqrt"", ""min_samples_leaf"": 20, ""n_estimators"": 400}",0.4972222222222222,0.6541466267575797,0.6840277777777778,0.04122596802762565,0.6511385960902581,0.04819935458924732,0.5964916452278411,0.7057855469526753,0.6860190137365446,0.6584642098272058,0.7404578463392365,0.33994860756057593,9
0.67,0.24944844830122076,RandomForest,"{""class_weight"": ""balanced"", ""max_depth"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 40, ""n_estimators"": 400}",0.5277777777777778,0.6534707239240526,0.7604166666666666,0.04859746832366,0.6615727864116356,0.058779256530048195,0.49436143737769217,0.8287841354455793,0.7024615173066967,0.6680950010002862,0.7519750949567282,0.35803728016717973,9
0.67,0.24944844830122076,XGBoost,"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 4, ""min_child_weight"": 10, ""n_estimators"": 500, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""subsample"": 0.8}",0.3416666666666667,0.6534650686804112,0.7746141975308642,0.04693939906410518,0.6585002925677432,0.07648131083332312,0.4722757177056756,0.8447248674298108,0.6911026740427741,0.653498998511094,0.7552321611404349,0.3383083894612013,9
0.5,0.40614796293572586,RandomForest,"{""class_weight"": ""balanced"", ""max_depth"": 6, ""max_features"": ""sqrt"", ""min_samples_leaf"": 40, ""n_estimators"": 400}",0.5055555555555555,0.6532079353666104,0.6811728395061728,0.03882286751400006,0.6437438688302054,0.05229556713316243,0.5816776151321367,0.7058101225282744,0.6853765785695607,0.6535062127073852,0.7396923036732335,0.3332597530473694,9
