params,folds,mean_coverage,mean_validation_macro_f1,mean_test_accuracy,std_test_accuracy,mean_test_macro_f1,std_test_macro_f1,mean_test_precision_macro,mean_test_recall_macro,mean_test_f1_bull,mean_test_f1_bear,mean_test_precision_bull,mean_test_recall_bull,mean_test_bull_prediction_rate
"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 30, ""n_estimators"": 300, ""reg_alpha"": 0, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5983850307278964,0.5955337633423247,0.12980076328948495,0.5248748358657538,0.15407482164624717,0.5274670308083665,0.5541641932063096,0.5748615800125777,0.47488809171893,0.5226998763105138,0.6495325257107311,0.6163546254190317
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 30, ""n_estimators"": 300, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5983395083056907,0.5979049566866308,0.12948892779927737,0.5255390719920938,0.15021664799674958,0.5297121740580881,0.553863988910044,0.5644676329034342,0.4866105110807536,0.5196889135799411,0.6318529725648545,0.5978739938327211
"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 15, ""n_estimators"": 300, ""reg_alpha"": 0.1, ""reg_lambda"": 3.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5977251763855853,0.5949245218042108,0.11988884705104767,0.5350106046374239,0.1468713428139381,0.5296832793299898,0.5668328459948375,0.548475499696277,0.5215457095785709,0.5455031450348029,0.5705006455338181,0.5267046828506802
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 30, ""n_estimators"": 300, ""reg_alpha"": 0.1, ""reg_lambda"": 3.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5976557622380688,0.6039219065016667,0.12162794206991706,0.5256482617509249,0.1476149883576025,0.534149522273177,0.5586145143334698,0.5833000944021021,0.467996429099748,0.5293003461043032,0.6672094626914795,0.6279497110017757
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_weight"": 15, ""n_estimators"": 300, ""reg_alpha"": 0.1, ""reg_lambda"": 3.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5974976872505002,0.604267652394324,0.1375129156686066,0.5526345136199236,0.1469603280732882,0.576570717082611,0.5757984325022336,0.6093598173523012,0.4959092098875459,0.6069265518264486,0.6595327922276913,0.5984332890111889
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 30, ""n_estimators"": 300, ""reg_alpha"": 0, ""reg_lambda"": 3.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5974779515564083,0.5936375151006604,0.13236392730640345,0.5302225781217289,0.15031090895934787,0.5334773348775889,0.5586155239406303,0.5341787506469099,0.5262664055965478,0.5299783885912044,0.5678299670626987,0.5295984529842617
"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 15, ""n_estimators"": 500, ""reg_alpha"": 0, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5973516512132407,0.6037620385174226,0.12993985523326204,0.5613299674257933,0.1329254712693706,0.5798086542107211,0.5770943268108523,0.6075721525401037,0.515087782311483,0.5987830348340645,0.6459257105986542,0.5830688362418301
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 30, ""n_estimators"": 300, ""reg_alpha"": 0, ""reg_lambda"": 3.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5971936592356124,0.6056474179050885,0.12046964110114543,0.5278446180053739,0.1485328434427164,0.5339162448605099,0.5599444687857561,0.5797740019812967,0.47591523402945096,0.5317388007530665,0.6553000052748321,0.6148305171256172
"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 2, ""min_child_weight"": 30, ""n_estimators"": 500, ""reg_alpha"": 0, ""reg_lambda"": 3.0, ""subsample"": 0.8}",8,0.21624045678017742,0.597164705271322,0.5973756593959175,0.12649346559260058,0.5343105520258612,0.15324413839658713,0.5241546731719653,0.5631315385332165,0.5585639353068569,0.5100571687448655,0.535337386585006,0.5996704889605455,0.5590366921284968
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 15, ""n_estimators"": 500, ""reg_alpha"": 0, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5969096557259606,0.567029736468831,0.11883743677175426,0.507660783932269,0.12035532335344114,0.5189827957431123,0.5378480284954429,0.5343483120637312,0.4809732558008067,0.5081785409030681,0.5846633489466598,0.5646278724494798
"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 30, ""n_estimators"": 300, ""reg_alpha"": 0.1, ""reg_lambda"": 3.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5969034457835367,0.598022748326603,0.123828515893219,0.5209805913285473,0.14819320590540033,0.5260813732828553,0.5536324626801329,0.5651026939723806,0.4768584886847141,0.5305946528377332,0.6291567461264831,0.5941436656987452
"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 2, ""min_child_weight"": 30, ""n_estimators"": 500, ""reg_alpha"": 0.1, ""reg_lambda"": 3.0, ""subsample"": 0.8}",8,0.21624045678017742,0.596838160732442,0.5924892413532961,0.12891026890694543,0.5279243988334439,0.14909636700219195,0.5218359724802224,0.5530094388977878,0.5527483596383629,0.5031004380285249,0.5266933284230987,0.5963194887952463,0.5629540759381705
"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.02, ""max_depth"": 3, ""min_child_weight"": 15, ""n_estimators"": 300, ""reg_alpha"": 0, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5967307502561657,0.6028099984351092,0.13674834201377498,0.5568925330670392,0.14956391370754185,0.5648768935989504,0.5761058733573623,0.6304395639587683,0.4833455021753102,0.5971546626969413,0.6890934716502575,0.6253835485635006
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 15, ""n_estimators"": 500, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5964539215573098,0.5613678170526892,0.07850777665454481,0.5010951712049257,0.09023906185153696,0.5199509662971004,0.5416743619820116,0.5461971550142742,0.4559931873955772,0.522220795022186,0.6086168120338376,0.5832534883846606
"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 15, ""n_estimators"": 500, ""reg_alpha"": 0, ""reg_lambda"": 3.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5964495387318857,0.5980713658854101,0.14206922073233363,0.5435522226042285,0.1471380470590762,0.5700488596372475,0.564318156105072,0.6105292125632177,0.4765752326452394,0.6017098717410345,0.6711852555362384,0.6218156285158305
"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 15, ""n_estimators"": 500, ""reg_alpha"": 0.1, ""reg_lambda"": 3.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5963838833440722,0.5966525983392736,0.13942826905389405,0.5424406242198601,0.14702206393887465,0.5640651482174512,0.5635702275447074,0.6116401257828763,0.47324112265684365,0.5904136609750175,0.6769925360698162,0.6284861313519149
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 15, ""n_estimators"": 500, ""reg_alpha"": 0, ""reg_lambda"": 3.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5962260253377806,0.5898005330795506,0.13532782643270377,0.5241385845935681,0.14625165569052245,0.5453322976955662,0.5539755021239302,0.5783443921024252,0.46993277708471115,0.5180966114400171,0.6697917883518947,0.6368413835324421
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 30, ""n_estimators"": 300, ""reg_alpha"": 0, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5958816509336025,0.5955891631940476,0.13037515330227892,0.5219898389884678,0.15151515753050449,0.5254229212711721,0.5512458609600929,0.5623504130451615,0.4816292649317743,0.5184437570799137,0.6291100258563906,0.5973762825021531
"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 15, ""n_estimators"": 300, ""reg_alpha"": 0, ""reg_lambda"": 3.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5958770419878494,0.5907178260612045,0.11634916234474806,0.5596272213034154,0.10895399685665849,0.5750179620861599,0.5746413801632095,0.5809895939320137,0.5382648486748172,0.6048645085136812,0.5813814323703088,0.5225373556821991
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 15, ""n_estimators"": 300, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5954976131351227,0.5726312663918621,0.09751098568044313,0.5150689961701425,0.12537855078842738,0.5044318266373791,0.5503984613136081,0.5342972136539175,0.49584077868636733,0.531330621802651,0.5576633298706197,0.5257859036684721
"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 15, ""n_estimators"": 300, ""reg_alpha"": 0, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5952404376554086,0.5963128695586655,0.13672879115016406,0.5466878723970544,0.1423530383900033,0.5590316885022076,0.5648747592769087,0.5843955375760771,0.5089802072180316,0.5981095184327266,0.6166638597301359,0.5682333307540395
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 15, ""n_estimators"": 300, ""reg_alpha"": 0.1, ""reg_lambda"": 3.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5952361352645056,0.5736455523863221,0.08894017513110772,0.5153704696158796,0.12021890499993085,0.5065337779845036,0.5517780833384869,0.5383152446861585,0.49242569454560065,0.5348054737582517,0.5647327778599529,0.5309738162447866
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 30, ""n_estimators"": 300, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.595141059864854,0.5971741685787109,0.1246622277689925,0.5236708573822607,0.14701465147159246,0.5305225993564897,0.5543255222341786,0.5678531874389012,0.47948852732562025,0.5270352017000605,0.6340979541609975,0.598897750902607
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 15, ""n_estimators"": 300, ""reg_alpha"": 0, ""reg_lambda"": 3.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5950552346881417,0.5887731666603685,0.11922593859502904,0.5349616960052314,0.13784988056645064,0.5370952111050137,0.5630595694979774,0.5482414598360309,0.5216819321744318,0.535229777877866,0.5757926162171223,0.5358616836886466
"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 30, ""n_estimators"": 300, ""reg_alpha"": 0, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5948413689540138,0.5990465339177596,0.1256783841091188,0.5336531813798177,0.14850585798473587,0.52918304026574,0.5591066891261735,0.5602741346640666,0.5070322280955686,0.5325613758043639,0.6073236878803362,0.5673755152832904
"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 2, ""min_child_weight"": 30, ""n_estimators"": 300, ""reg_alpha"": 0, ""reg_lambda"": 3.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5945278279875578,0.5902442978179342,0.13098726233648422,0.5265257663478095,0.15030395487437695,0.5219702965557207,0.5531034064841728,0.5439840920720314,0.5090674406235876,0.5303597666712295,0.5782657600598311,0.5438184852553922
"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 2, ""min_child_weight"": 30, ""n_estimators"": 500, ""reg_alpha"": 0, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5942992013545138,0.5947640693154027,0.12902166096043316,0.5308699450341657,0.14990264067391426,0.5246804660257497,0.5556978907731875,0.5529282682968892,0.5088116217714421,0.5290545478229844,0.5940539549221225,0.5584140457647659
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 15, ""n_estimators"": 500, ""reg_alpha"": 0, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5942052521548279,0.5918837035244715,0.13871768061884254,0.5299123750152159,0.15892798907066397,0.5270224182010977,0.5585407033280313,0.5477435651393521,0.5120811848910798,0.53060731702418,0.5879884956494662,0.5482039112514104
"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 15, ""n_estimators"": 300, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5940367951976067,0.5716548929162406,0.09384700425496276,0.5190859212965616,0.11042064791060707,0.5308981804732574,0.5512594067248693,0.5450956889438122,0.49307615364931107,0.5699407056325342,0.5668269297622621,0.5326906991828586
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 15, ""n_estimators"": 500, ""reg_alpha"": 0, ""reg_lambda"": 3.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5940255088452155,0.5998467907289623,0.135064415317825,0.5570055483905315,0.13879853679329532,0.5715232759835718,0.5734302591075098,0.599891639785923,0.5141194569951401,0.6063709132248847,0.6251627501071386,0.5660323575448991
"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 2, ""min_child_weight"": 30, ""n_estimators"": 500, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5939610183216615,0.5953002318253373,0.128425108691886,0.531057306904875,0.14947109528613658,0.5250938178771956,0.5559338217584906,0.5562191063496129,0.505895507460137,0.5278998636405587,0.6018352347304359,0.5660959037286415
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 15, ""n_estimators"": 500, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5938663248152133,0.5916230509756326,0.11756267334741236,0.5362974897945219,0.13219838003368653,0.554474036140873,0.5662637727666585,0.5862755832927157,0.486319396296328,0.5973611510623499,0.6285630049063446,0.579058258046818
"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 30, ""n_estimators"": 300, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5936915066943884,0.6034805542394448,0.12093967882230083,0.5385430036756709,0.14631702878541764,0.5388659236107557,0.565124439316707,0.5618576468207308,0.5152283605306109,0.5405130020373878,0.6050544449600639,0.5598349065998969
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 2, ""min_child_weight"": 15, ""n_estimators"": 500, ""reg_alpha"": 0, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.592770115898021,0.5495492457733798,0.07543695425532396,0.49313305498672005,0.09822561488769395,0.4959672517840928,0.5358793903559365,0.5131604507768587,0.4731056591965815,0.5245746600645315,0.5382448711836442,0.517815149464916
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 30, ""n_estimators"": 300, ""reg_alpha"": 0.1, ""reg_lambda"": 3.0, ""subsample"": 0.8}",8,0.21624045678017742,0.592637228109453,0.6098997732345335,0.13058506381769033,0.538220377813634,0.15654048893824898,0.5461728025206113,0.5645505013987789,0.5828599491684817,0.49358080645878627,0.5358544415030051,0.6529919014455801,0.6084281214107208
"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 15, ""n_estimators"": 300, ""reg_alpha"": 0.1, ""reg_lambda"": 3.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5923940440636964,0.5821143020652211,0.10380008953909439,0.5337443748168529,0.11356880618620871,0.538076149831747,0.5593733901718597,0.53226686333936,0.5352218862943458,0.542066236867737,0.5404014074245554,0.5003006555730988
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 3, ""min_child_weight"": 15, ""n_estimators"": 300, ""reg_alpha"": 0, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5920804592406391,0.5668077109667762,0.0981086921962014,0.5100031305635985,0.1231331932309959,0.5005515735803541,0.5464854543610067,0.5217593758745589,0.49824688525263805,0.5291584662081614,0.5371195085197551,0.5089484802009496
"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 2, ""min_child_weight"": 15, ""n_estimators"": 500, ""reg_alpha"": 0, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5919114551188277,0.5709720660801746,0.07228781250380353,0.5081804688263069,0.10603274656845604,0.5007195092935495,0.5438530503420826,0.5440111567177123,0.47234978093490143,0.5276341540797747,0.5839162064994077,0.5532413277925461
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 30, ""n_estimators"": 300, ""reg_alpha"": 0, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5918277437859665,0.5962320891359909,0.11938936297397564,0.5209200855167766,0.1473608181656226,0.5229821279853324,0.5568198894474047,0.5657668294830447,0.47607334155050846,0.5344275891795656,0.6252915167521826,0.5891198194103086
"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 2, ""min_child_weight"": 30, ""n_estimators"": 300, ""reg_alpha"": 0.1, ""reg_lambda"": 3.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5917907865307571,0.5985871516687875,0.12691897742629632,0.5335897490511726,0.15014612009106246,0.5283369651889905,0.5590554059583401,0.5567989438737435,0.5103805542286018,0.5350223151081673,0.5975651203473107,0.5579252345636175
"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 15, ""n_estimators"": 300, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5914240231378455,0.5831197106072108,0.10670043789470109,0.5262273346202319,0.12093828829097457,0.5453840380923247,0.560121499507026,0.5634908256455113,0.4889638435949523,0.601459900105547,0.5855934006606325,0.5413274717619291
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 2, ""min_child_weight"": 30, ""n_estimators"": 500, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5914011499784315,0.5904116524788622,0.10329256600786858,0.5244709773916867,0.13461393039312589,0.5190292866787904,0.5590980818940084,0.5555777055925405,0.4933642491908329,0.539354033495837,0.5946281758862728,0.554629599613194
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 15, ""n_estimators"": 300, ""reg_alpha"": 0, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5911349079512922,0.5610023372522415,0.08568008116842393,0.5012424746760515,0.1061363422182684,0.49658536990645025,0.5354800882259302,0.5223528990424442,0.48013205030965883,0.517137047787848,0.5498556411674328,0.5289124058275151
"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 15, ""n_estimators"": 500, ""reg_alpha"": 0, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5910183291769906,0.5933013229727759,0.13727833158098462,0.5481886613045802,0.13432948740444534,0.5720218379096302,0.5637371180144933,0.6128764116099421,0.4835009109992182,0.5876021027354543,0.671344084477326,0.6217903117805088
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 15, ""n_estimators"": 300, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5909474303037778,0.5691769987803197,0.09376891783257095,0.5084254821998853,0.11086666710031982,0.5045710169684768,0.5475937445038592,0.5257243851941916,0.491126579205579,0.5263364627776497,0.5510991823755159,0.5204849300737239
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 2, ""min_child_weight"": 30, ""n_estimators"": 500, ""reg_alpha"": 0, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5907373967702984,0.5891305582325028,0.12853459769043016,0.5238657832036842,0.1531752572227408,0.5238574769736615,0.5598497325891814,0.5372920371228174,0.5104395292845509,0.536668712495511,0.5689800454867661,0.5304817100838747
"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 2, ""min_child_weight"": 15, ""n_estimators"": 500, ""reg_alpha"": 0.1, ""reg_lambda"": 3.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5904215961226341,0.5728963119648939,0.07548297696182127,0.5089138056839131,0.11024127363152474,0.5065234436316556,0.5493649737922289,0.5383799311601619,0.4794476802076643,0.5424211502492735,0.5666895235934589,0.5325541034402856
"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 2, ""min_child_weight"": 30, ""n_estimators"": 300, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5903329775345015,0.5952718648585142,0.11415223779696627,0.5291415024968523,0.13650946332559827,0.5176281894914965,0.5616927275973015,0.5485377962517983,0.5097452087419062,0.5378205300215089,0.5783485762492973,0.5351448411432759
"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 15, ""n_estimators"": 300, ""reg_alpha"": 0, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5903311286583672,0.585277601871481,0.10806849506725805,0.5308541222604766,0.12147843907481293,0.5512065315599701,0.5630593256451117,0.5649748501532594,0.4967333943676937,0.6034817471989868,0.5845851128721773,0.5372468180361005
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 2, ""min_child_weight"": 30, ""n_estimators"": 300, ""reg_alpha"": 0.1, ""reg_lambda"": 3.0, ""subsample"": 0.8}",8,0.21624045678017742,0.58988420477767,0.5947444664174469,0.12776829441183607,0.5304284160903852,0.14666362553622023,0.5289181768528594,0.5544057124380346,0.550192565869926,0.5106642663108444,0.5293152705495212,0.588532774779427,0.5534221811496425
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 2, ""min_child_weight"": 30, ""n_estimators"": 300, ""reg_alpha"": 0, ""reg_lambda"": 3.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5897079475770807,0.5750986150081778,0.11487472852596542,0.5146812296820318,0.13329656794814704,0.5079786217970697,0.5459833008259574,0.5251306924909586,0.5042317668731051,0.5277120686302144,0.5419391699475632,0.5140979302753758
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 2, ""min_child_weight"": 15, ""n_estimators"": 500, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5892040312532683,0.568082389157206,0.09662911494068152,0.5082528318106447,0.11779418974200893,0.5038271011053606,0.5433764316388179,0.5379831113845653,0.47852255223672413,0.5216780706507339,0.5783860459932362,0.5522651015520131
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 15, ""n_estimators"": 500, ""reg_alpha"": 0.1, ""reg_lambda"": 3.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5891684263966889,0.5812878235244754,0.1257303364225444,0.5109995870918768,0.1432018351756517,0.513644940741779,0.5439357899812736,0.5616845594852113,0.4603146146985423,0.5157755174027874,0.6328268857495446,0.6080849675513761
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 2, ""min_child_weight"": 30, ""n_estimators"": 500, ""reg_alpha"": 0, ""reg_lambda"": 3.0, ""subsample"": 0.8}",8,0.21624045678017742,0.58904794095632,0.5922149841080728,0.10948649985424865,0.5125005911223026,0.14075200804025398,0.5165890481390337,0.553326220369428,0.5614491497397714,0.4635520325048338,0.5385759487184396,0.6161150121935898,0.5810295784080718
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 2, ""min_child_weight"": 30, ""n_estimators"": 500, ""reg_alpha"": 0.1, ""reg_lambda"": 3.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5887304346466097,0.58345339646093,0.13169041405327925,0.5219469444995036,0.1464281986313047,0.5222589031000376,0.5492731003551489,0.5277933901903082,0.5161004988086991,0.5248348160713461,0.5544683269744256,0.5241797700559384
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.02, ""max_depth"": 2, ""min_child_weight"": 15, ""n_estimators"": 300, ""reg_alpha"": 0, ""reg_lambda"": 3.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5882215767578088,0.5679789403586575,0.1029925928524081,0.5101558798253959,0.12379561785999373,0.5047238432621903,0.545033405725586,0.5152294356959174,0.5050823239548743,0.5310734945100256,0.5220795582825848,0.4938460281066929
"{""colsample_bytree"": 0.85, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 2, ""min_child_weight"": 15, ""n_estimators"": 500, ""reg_alpha"": 0, ""reg_lambda"": 3.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5882184743318981,0.5826082766928846,0.1072440641880845,0.5359775596847558,0.11472425859636937,0.5365081257702117,0.5576362211633176,0.5263188563830878,0.5456362629864238,0.5406799419336128,0.5263742132872722,0.4863126687202774
"{""colsample_bytree"": 0.7, ""gamma"": 1, ""learning_rate"": 0.01, ""max_depth"": 2, ""min_child_weight"": 15, ""n_estimators"": 500, ""reg_alpha"": 0.1, ""reg_lambda"": 1.0, ""subsample"": 0.8}",8,0.21624045678017742,0.5878552926002579,0.5697740217498536,0.10083905680643364,0.5279917089091142,0.10811118229179452,0.539106603942025,0.5554673176956837,0.5726628365615103,0.48332058125671795,0.6037869661651256,0.5846963966242381,0.5390125745344095
